end_of_interval	out
2000-09-04 00:00:00	19.0966
2000-09-05 00:00:00	22.3789
2000-09-06 00:00:00	21.4966
2000-09-07 00:00:00	21.5172
2000-09-08 00:00:00	22.3789
2000-09-09 00:00:00	20.9937
2000-09-10 00:00:00	22.1937
2000-09-11 00:00:00	20.6829
2000-09-12 00:00:00	20.6486
2000-09-13 00:00:00	20.8143
2000-09-14 00:00:00	20.9515
2000-09-15 00:00:00	21.4623
2000-09-16 00:00:00	19.9937
2000-09-17 00:00:00	21.028
2000-09-18 00:00:00	20.628
2000-09-19 00:00:00	20.6486
2000-09-20 00:00:00	20.18
2000-09-21 00:00:00	20.0486
2000-09-22 00:00:00	19.6143
2000-09-23 00:00:00	18.9172
2000-09-24 00:00:00	20.38
2000-09-25 00:00:00	20.9446
2000-09-26 00:00:00	21.7937
2000-09-27 00:00:00	21.1652
2000-09-28 00:00:00	21.98
2000-09-29 00:00:00	20.8966
2000-09-30 00:00:00	21.2143
2000-10-01 00:00:00	22.1
2000-10-02 00:00:00	20.9
2000-10-03 00:00:00	21.7
2000-10-04 00:00:00	21.5
2000-10-05 00:00:00	24.3
2000-10-06 00:00:00	22.7
2000-10-07 00:00:00	22
2000-10-08 00:00:00	20.7
2000-10-09 00:00:00	21.6
2000-10-10 00:00:00	23.1
2000-10-11 00:00:00	22.7
2000-10-12 00:00:00	24.2
2000-10-13 00:00:00	21.5
2000-10-14 00:00:00	22.7
2000-10-15 00:00:00	22.7
2000-10-16 00:00:00	23.3
2000-10-17 00:00:00	22.9
2000-10-18 00:00:00	23.7
2000-10-19 00:00:00	21.7
2000-10-20 00:00:00	22.7
2000-10-21 00:00:00	23.4
2000-10-22 00:00:00	24.3
2000-10-23 00:00:00	23.3
2000-10-24 00:00:00	23.3
2000-10-25 00:00:00	22.1
2000-10-26 00:00:00	23.1
2000-10-27 00:00:00	24.4
2000-10-28 00:00:00	23.1
2000-10-29 00:00:00	23.7
2000-10-30 00:00:00	23.5
2000-10-31 00:00:00	23.5
2000-11-01 00:00:00	23.3
2000-11-02 00:00:00	24.3
2000-11-03 00:00:00	24.3
2000-11-04 00:00:00	25.1
2000-11-05 00:00:00	23.9
2000-11-06 00:00:00	23.5
2000-11-07 00:00:00	22.7
2000-11-08 00:00:00	23.7
2000-11-09 00:00:00	23.7
2000-11-10 00:00:00	22.6
2000-11-11 00:00:00	22.7
2000-11-12 00:00:00	21.5
2000-11-13 00:00:00	22.7
2000-11-14 00:00:00	23.9
2000-11-15 00:00:00	21.3
2000-11-16 00:00:00	21.8
2000-11-17 00:00:00	24.1
2000-11-18 00:00:00	22.1
2000-11-19 00:00:00	24.7
2000-11-20 00:00:00	24.1
2000-11-21 00:00:00	23.9
2000-11-22 00:00:00	23.1
2000-11-23 00:00:00	24.3
2000-11-24 00:00:00	21.1
2000-11-25 00:00:00	23.7
2000-11-26 00:00:00	25.3
2000-11-27 00:00:00	24.1
2000-11-28 00:00:00	24.7
2000-11-29 00:00:00	21.1
2000-11-30 00:00:00	22.3
2000-12-01 00:00:00	24.5
2000-12-02 00:00:00	23.6
2000-12-03 00:00:00	23.5
2000-12-04 00:00:00	22.3
2000-12-05 00:00:00	22.9
2000-12-06 00:00:00	24.5
2000-12-07 00:00:00	23.9
2000-12-08 00:00:00	24.2
2000-12-09 00:00:00	24.1
2000-12-10 00:00:00	24.2
2000-12-11 00:00:00	23.7
2000-12-12 00:00:00	24.9
2000-12-13 00:00:00	24.7
2000-12-14 00:00:00	22.7
2000-12-15 00:00:00	20.9
2000-12-16 00:00:00	21.4
2000-12-17 00:00:00	22.3
2000-12-18 00:00:00	23.8
2000-12-19 00:00:00	24.5
2000-12-20 00:00:00	23.7
2000-12-21 00:00:00	23.3
2000-12-22 00:00:00	23.7
2000-12-23 00:00:00	25.3
2000-12-24 00:00:00	24.9
2000-12-25 00:00:00	22.4
2000-12-26 00:00:00	20.9
2000-12-27 00:00:00	24.9
2000-12-28 00:00:00	23.7
2000-12-29 00:00:00	21.7
2000-12-30 00:00:00	24.6
2000-12-31 00:00:00	24.3
2001-01-01 00:00:00	23.7
2001-01-02 00:00:00	24.1
2001-01-03 00:00:00	24.3
2001-01-04 00:00:00	23.7
2001-01-05 00:00:00	23.3
2001-01-06 00:00:00	23.5
2001-01-07 00:00:00	23.4
2001-01-08 00:00:00	22.5
2001-01-09 00:00:00	23.8
2001-01-10 00:00:00	23.1
2001-01-11 00:00:00	23.8
2001-01-12 00:00:00	18.9
2001-01-13 00:00:00	19.9
2001-01-14 00:00:00	21.9
2001-01-15 00:00:00	22.8
2001-01-16 00:00:00	21.9
2001-01-17 00:00:00	21.5
2001-01-18 00:00:00	21.9
2001-01-19 00:00:00	21.7
2001-01-20 00:00:00	23.1
2001-01-21 00:00:00	22.1
2001-01-22 00:00:00	24.1
2001-01-23 00:00:00	24.3
2001-01-24 00:00:00	24.3
2001-01-25 00:00:00	23.3
2001-01-26 00:00:00	23.9
2001-01-27 00:00:00	24.9
2001-01-28 00:00:00	24.1
2001-01-29 00:00:00	25.1
2001-01-30 00:00:00	23.9
2001-01-31 00:00:00	21.1
2001-02-01 00:00:00	23.1
2001-02-02 00:00:00	24.9
2001-02-03 00:00:00	24.5
